item_id,item_name,item_category,item_subcategory,item_price,item_rating_avg,item_description,stock_quantity,launch_date
248,Exercitationem Nemo,Giyim,Labore,850.87,4.04,Ad facilis iusto corporis cum. Nam molestiae iusto soluta molestiae id occaecati. Iste nulla odit voluptates.,680,2024-05-09
249,Et At,Gıda,Earum,970.07,3.71,"Natus consequuntur hic fugiat accusamus reiciendis quibusdam.
Nostrum saepe possimus quam quae debitis. Molestiae natus eaque iusto culpa. Possimus modi quas neque.",730,2024-07-10
250,Iure Libero,Mobilya,Cupiditate,939.31,4.5,"Magnam earum animi cupiditate asperiores pariatur. Similique earum ex.
Libero vitae accusantium earum inventore ab accusantium. Dolor harum laboriosam natus reprehenderit repellendus.",783,2024-06-14
251,Corporis Architecto,Ev & Yaşam,Rem,417.57,4.12,Nemo deserunt pariatur nemo. Dignissimos vel sequi quas nobis modi quam. Impedit animi amet soluta a voluptas molestias.,912,2024-07-19
252,Quaerat Soluta,Ev & Yaşam,Enim,706.83,4.6,Earum error delectus consequatur quo consectetur magnam at. Nulla illo ratione dolorem nam hic aperiam.,973,2024-11-11
253,Fugiat Doloremque,Gıda,Quibusdam,394.37,4.59,"Sint officiis quia debitis. Adipisci tenetur natus.
Culpa minima deserunt sequi ut eveniet est. Ad beatae molestias dolorum saepe quisquam quos.",89,2024-05-18
254,Nam Nisi,Otomotiv,Veritatis,111.91,3.77,Quo unde velit enim ut fugit eligendi. Excepturi a explicabo blanditiis nostrum alias esse.,477,2024-04-03
255,Dolore Eum,Otomotiv,Id,871.35,4.49,Animi ad ipsam expedita. Deleniti perspiciatis sequi perferendis. Quae beatae sed quos quibusdam repudiandae asperiores. Itaque sit dicta ab quos molestias.,75,2025-01-13
256,Accusamus Mollitia,Kitap,Ipsum,191.17,3.81,Possimus accusamus distinctio voluptatem velit magni. Doloribus et nulla. Debitis consequatur fugiat dicta qui exercitationem harum.,862,2024-09-17
257,Quam Tempora,Spor,Deserunt,523.45,3.73,Vero minus vero nesciunt quibusdam deserunt et. Aliquam ut consequatur dolor veritatis quisquam ab nostrum.,776,2024-08-16
258,Ipsa Provident,Giyim,Similique,360.38,3.72,Sapiente vero ad sequi ab doloribus laboriosam. Eos modi occaecati fugiat distinctio consequuntur voluptatibus ab. Molestias asperiores reprehenderit reprehenderit.,464,2024-12-19
259,Quo Temporibus,Oyuncak,Iure,118.21,4.29,Debitis occaecati iure ipsum laboriosam. Sequi animi maiores ipsum ducimus quisquam quasi. Modi quia similique corporis explicabo. Libero illo modi laudantium suscipit dolorum quia delectus.,939,2024-03-21
260,Itaque Voluptate,Kozmetik,Harum,448.16,3.99,Sed debitis consectetur dolorum a. Porro laudantium consequuntur.,856,2024-07-23
261,Tempore Sint,Oyuncak,Dignissimos,276.52,4.07,"Sit sapiente sit vero. Eos cumque iure. Eligendi porro dolorum recusandae quis rem.
Sint non doloremque repudiandae velit rem saepe. Ipsam aspernatur quo similique culpa.",934,2024-09-17
262,Repudiandae Voluptatem,Gıda,Doloribus,126.13,4.26,Atque laborum iste occaecati maxime. Libero praesentium eos a quos. Delectus earum nostrum tenetur.,994,2025-01-25
263,Asperiores Non,Giyim,Velit,198.14,4.56,"Cum esse enim quasi possimus autem. Eos similique atque deserunt vitae nisi. Modi eligendi omnis aut quas quam.
Similique nostrum sint tenetur odio harum. Beatae vel quam excepturi omnis magnam.",896,2024-12-19
264,Harum Velit,Gıda,Necessitatibus,261.16,3.62,"Labore beatae nihil. Molestias incidunt laborum consequuntur aperiam corporis. Commodi sit voluptatem neque labore.
Minus temporibus quaerat. Voluptate et dolores consectetur a quia amet.",512,2024-06-30
265,Recusandae Assumenda,Gıda,Animi,112.67,4.5,Nisi eius mollitia adipisci illum quas. Tempore eius et eius asperiores modi.,339,2024-11-25
266,Tenetur Eligendi,Gıda,Commodi,634.7,3.51,Occaecati sed molestias dolores quam. Provident nemo accusantium porro. At nulla consectetur temporibus dolores eius maxime.,348,2024-06-26
267,Reprehenderit Amet,Kitap,Minima,517.92,3.96,Nostrum fuga quis et recusandae mollitia maiores. Iure quaerat ad suscipit iste dolor. Eos soluta veniam asperiores.,979,2024-11-05
268,In Iure,Ev & Yaşam,Dicta,412.26,3.89,Fugit nobis tempora earum. Voluptate minus pariatur alias pariatur quas. Quo soluta non pariatur cum.,162,2024-05-12
269,Reiciendis Laborum,Gıda,Autem,749.29,3.9,Illum adipisci atque hic quas sequi commodi. Perferendis praesentium nobis facilis ex optio. Dolorum quam laborum ea. Molestias quia magni assumenda eum accusamus in corporis.,270,2024-10-12
270,Praesentium Eaque,Oyuncak,In,470.04,4.76,Distinctio sequi a in soluta illo quam. Consectetur quasi iure quidem unde iure dolore. Nostrum pariatur harum eum et molestias.,657,2024-09-14
271,Optio Odio,Oyuncak,Adipisci,878.55,3.61,Molestiae illo vel ducimus laborum ipsa. Deleniti aperiam voluptatum ullam a. Itaque optio adipisci harum consequatur.,526,2024-09-19
272,Aliquam Consectetur,Mücevher,Ipsa,499.87,4.15,Recusandae minima omnis commodi. Blanditiis dicta eligendi molestiae earum id laudantium.,442,2024-07-13
273,Error Ex,Kitap,Nemo,389.02,3.5,Est architecto maxime ducimus. Fuga quod quo alias commodi ab. Asperiores nam rem expedita consequuntur facilis architecto molestias.,845,2024-11-26
274,Reiciendis Ut,Giyim,Iusto,281.42,4.63,Fugiat nulla suscipit fugit excepturi. Amet laborum illum ullam nulla quis quam. Perspiciatis sit sit inventore ipsum ipsum quos. Aut aliquid dolorum neque vitae quibusdam.,691,2024-04-09
275,Maxime Iste,Elektronik,Doloribus,22.18,3.79,"Quae quae porro.
Fugiat eius eum voluptate. Magni odit numquam tempore officia optio. Voluptas porro ea vero iure eos. Totam quod nihil ipsum necessitatibus nihil.",586,2024-09-09
276,Dolore Animi,Mücevher,Ullam,493.3,3.95,"Veritatis atque ab ea doloribus. Error iste dolore. Neque voluptatem inventore tempora consequuntur.
Ipsam saepe dolorem cupiditate asperiores magnam. Unde quas tempora placeat iusto vitae.",143,2024-08-26
277,Quidem Quia,Mobilya,At,106.77,4.07,Consequuntur hic vel iste esse quia exercitationem reprehenderit.,616,2024-09-01
278,Dolorum Quas,Bahçe,Ullam,995.64,4.08,Quibusdam maxime harum qui culpa mollitia esse pariatur. Provident cumque dolor hic magnam at accusamus. Sint minus nesciunt illo.,423,2024-08-06
279,Adipisci At,Kitap,Quia,912.3,3.66,Iste inventore possimus suscipit saepe. Quae minus similique sit.,41,2024-05-24
280,Molestiae Id,Elektronik,Adipisci,516.05,4.19,"Corporis itaque in alias assumenda vel saepe. Neque ipsa nobis eligendi modi.
Cupiditate laudantium placeat. Pariatur ratione commodi illum beatae officia.",256,2024-05-09
281,Neque Cum,Gıda,Neque,198.35,4.23,Possimus omnis repellat ipsam eligendi. Reprehenderit inventore labore distinctio vero accusamus. Dolores saepe voluptatem.,550,2024-04-19
282,Commodi Saepe,Otomotiv,Quod,958.13,4.41,"Vel praesentium eaque amet. Odio natus aut autem at tempore.
Eveniet consectetur unde architecto. Natus neque ipsa facilis facilis.",742,2024-11-28
283,Magnam Quos,Gıda,Ad,316.4,3.88,Rerum veniam assumenda non libero in aliquid veniam. Optio assumenda nesciunt aliquam minus. Dolores iusto illo adipisci occaecati optio.,467,2025-03-07
284,Ipsum Dolore,Bahçe,Sequi,753.26,4.49,Fugit minima recusandae cum esse. Libero earum dolore consectetur dolor iusto accusamus voluptas. Dolorum minus dicta nulla nostrum ipsum exercitationem facere.,147,2024-10-08
285,Sit Distinctio,Bahçe,Magni,631.22,4.15,"Commodi distinctio modi facilis natus ea non. Laboriosam voluptatibus suscipit placeat.
Sit quaerat commodi libero mollitia labore. Quis error exercitationem.",84,2024-05-27
286,Dicta Ex,Mobilya,Officia,168.79,3.84,Commodi placeat saepe eum deserunt iusto eaque. Impedit odio vero magnam illo. Laudantium aliquam repellendus esse porro laboriosam.,934,2024-12-29
287,Magni Consequuntur,Giyim,Esse,112.2,3.95,Molestiae quisquam nihil vitae porro reprehenderit sed. Cumque quibusdam accusantium incidunt consequatur. Sed ipsa facere ducimus.,87,2025-01-25
288,Culpa Impedit,Kozmetik,Voluptatum,738.92,3.67,Asperiores necessitatibus saepe cupiditate odit voluptate id.,806,2024-10-31
289,Soluta Perspiciatis,Kitap,Animi,555.3,4.76,Quisquam dicta ipsum assumenda illo. Doloremque vel tempore expedita natus deserunt quas quidem. Libero fuga ad iure in nobis doloremque.,673,2024-09-30
290,Quam Aut,Giyim,Quia,427.37,4.7,Reiciendis itaque aspernatur ratione esse ab adipisci quod. Atque quibusdam laboriosam minus exercitationem.,483,2024-03-26
291,Nihil Debitis,Otomotiv,Sed,172.84,4.51,"Natus vitae minus sapiente suscipit odit. Quos fuga mollitia accusantium itaque possimus.
Placeat perferendis ratione architecto. Non sapiente dolorum sunt. Voluptas ipsa blanditiis suscipit et.",26,2024-09-03
292,Pariatur Molestiae,Giyim,Voluptatem,887.71,4.01,Iusto soluta amet quasi itaque enim. Fuga quibusdam rerum. Placeat occaecati laborum libero dicta.,126,2024-05-30
293,Neque Tempore,Elektronik,Pariatur,780.77,3.67,"Labore suscipit et nobis laborum maiores. In earum ad commodi velit possimus perferendis.
Aliquid tempora pariatur asperiores in modi.",400,2024-12-06
294,Recusandae Nemo,Bahçe,Cupiditate,174.07,3.53,"Unde soluta facere. Nulla rerum numquam mollitia id at.
Cupiditate eos quod. Ea repellendus dicta magni quo similique tenetur quod. Vero magni eius facere.",584,2024-06-09
295,Nemo Dolorem,Kozmetik,Quas,928.36,3.82,"Quidem quasi quae. Dignissimos magni nam tenetur.
Deleniti nesciunt voluptate vel autem ex natus. Cupiditate libero similique tempora autem in.",407,2024-09-17
296,Voluptatem Saepe,Bahçe,At,588.15,3.88,"Modi fugiat neque. Magnam facilis consequatur itaque nemo doloremque molestiae.
Ducimus quas consequuntur quia minus. Laborum harum iste consequuntur esse ea dolores.",265,2024-10-28
297,Incidunt Autem,Giyim,Placeat,56.74,3.65,Temporibus qui esse iure iusto beatae nemo nulla. Quos maxime atque perferendis quasi molestiae.,100,2024-10-11
298,Officia Nemo,Elektronik,Dicta,999.56,4.47,Dicta quod id delectus exercitationem quae. Exercitationem voluptates cumque quia temporibus necessitatibus.,654,2024-05-08
299,Eligendi Ex,Mobilya,Suscipit,271.71,4.34,"Ab vel ducimus nisi vitae. Vel nam ad eaque accusamus quas.
Expedita quasi ab cumque sint. Asperiores fugiat doloremque debitis recusandae error corrupti. Debitis explicabo sapiente tempore.",650,2025-01-26
300,Voluptatibus Tempore,Mobilya,Praesentium,222.9,4.31,"Ipsam a ea. Laborum cum suscipit laudantium. Molestiae quaerat unde ex beatae sint impedit blanditiis.
Quasi facere laboriosam sint iste quis pariatur. Illo omnis quisquam soluta laborum itaque.",659,2024-11-18
301,Adipisci Earum,Gıda,Voluptatem,91.36,4.25,Voluptas fugit quia odit maxime consequuntur dolores voluptatem. Dignissimos veritatis deleniti ad sequi numquam libero. Doloribus nihil ex ipsam eveniet vel rerum harum.,354,2025-01-23
302,Enim Vel,Bahçe,Cumque,793.62,3.87,Placeat nam sint animi quaerat perspiciatis vel. Voluptatum ex perspiciatis. Accusamus iste corrupti dignissimos labore adipisci.,436,2024-11-24
303,Culpa Iste,Mobilya,Incidunt,463.85,4.08,Cupiditate adipisci quisquam. Veritatis tenetur praesentium tempore dolorem quisquam.,34,2024-04-22
304,Distinctio Maxime,Elektronik,Rem,677.34,4.31,Quia maiores consectetur dolorem recusandae. Magni eveniet nemo voluptatum asperiores.,53,2024-05-05
305,Facilis Recusandae,Gıda,Totam,603.47,4.02,"Soluta minus quibusdam dolorum. Iusto ut repudiandae dolores illo inventore. Modi et illo facere explicabo exercitationem quae.
Doloremque placeat fugit. Minima similique ullam officia dignissimos.",465,2024-11-29
306,Perferendis Aliquid,Kitap,Voluptates,887.26,4.18,"Laboriosam necessitatibus eligendi qui. Necessitatibus sequi dolorum.
Officia debitis laborum dicta totam molestiae. Optio vero tempore quo non.",240,2024-12-27
307,Repudiandae Nulla,Elektronik,Laudantium,412.7,4.01,"Numquam tempore sed molestiae a nulla neque. Esse beatae ab. Dignissimos quisquam repellendus impedit.
Corrupti exercitationem quis et adipisci excepturi voluptate. Vitae ipsa ratione rem.",982,2024-12-20
308,Suscipit Neque,Gıda,Consequuntur,965.55,3.7,"Illum deleniti eligendi placeat voluptate animi. Cumque ex alias impedit. Harum assumenda vero quod.
Exercitationem molestiae occaecati officia atque perspiciatis ullam. Vero iste molestiae non.",966,2024-11-28
309,Ullam Reprehenderit,Kitap,Adipisci,383.39,3.68,Voluptate qui rem impedit ducimus cum perspiciatis. Distinctio voluptate eligendi fuga quo accusamus officia.,370,2024-12-10
310,Vel Distinctio,Oyuncak,Saepe,141.4,3.99,"Deleniti quae delectus unde neque nisi.
Debitis aut soluta minus ipsam mollitia quibusdam. Suscipit nobis voluptatibus possimus iure error. Ipsum eveniet corrupti nobis.",509,2024-04-03
311,Deleniti Reprehenderit,Kitap,Natus,769.02,4.07,"Doloremque optio illum labore illum. Eum quae adipisci. Blanditiis pariatur eveniet culpa.
Cumque autem tempora nesciunt veritatis illo corrupti. Vero facere doloribus dolorum.",890,2024-07-07
312,Dolorum Dolor,Bahçe,Dolores,820.02,3.62,"Unde sequi nisi impedit possimus corrupti quibusdam.
Quas nam possimus quasi incidunt ipsa. Commodi necessitatibus cupiditate soluta numquam ut dicta. Non natus enim nulla.",442,2024-09-03
313,Dignissimos Odio,Gıda,A,724.9,3.65,Nesciunt magnam sed eum facilis. Velit repellendus eaque ut.,284,2025-01-18
314,Quod Ut,Kitap,Eius,712.34,4.48,Suscipit tenetur earum. Et dicta dolorem distinctio corporis tenetur aperiam vel. Tenetur dicta minima iure.,774,2024-11-24
315,Quidem Inventore,Oyuncak,Exercitationem,439.74,4.59,"Veniam eaque nostrum est.
Quo cumque similique consectetur.
Aperiam minima odit quaerat veniam sint. Sit at distinctio minus. Neque explicabo perferendis exercitationem.",905,2024-03-28
316,Labore Repudiandae,Spor,Vitae,652.07,4.62,"Mollitia atque unde consequuntur ratione rem dolores nihil.
Optio illum vero nulla magnam. Ducimus est ducimus eos ullam aspernatur. Illo rem cum sunt quae suscipit.",586,2024-05-29
317,Explicabo Ut,Ev & Yaşam,Provident,55.5,4.51,"Voluptatibus dolorum molestias accusantium perferendis. Eaque provident quidem fugit a ea cupiditate.
Ab soluta libero enim distinctio.
Quis odit ut distinctio dolores.",542,2025-02-13
318,Temporibus Rerum,Ev & Yaşam,Id,755.01,4.3,Velit voluptatibus tempora doloribus. Facere illo asperiores illum magnam. Suscipit aperiam sit tempora ea nostrum distinctio.,580,2024-07-07
319,Dicta Accusantium,Mobilya,Eum,202.17,3.93,"Doloremque maxime impedit temporibus.
Rem temporibus dolores aperiam perspiciatis dolore exercitationem fuga. Quaerat esse explicabo accusamus. Voluptates facere facere quidem incidunt.",512,2024-05-06
320,Impedit Animi,Mücevher,Ratione,765.77,4.49,Eaque dolorem est quia error sed. Modi harum modi porro. Dolor eaque animi voluptatem natus enim iste.,677,2024-11-07
321,Dolor Ratione,Bahçe,At,544.88,4.07,Rem laboriosam rerum et iusto libero. Officia ab quisquam cupiditate totam.,211,2025-01-04
322,Ullam Laborum,Gıda,Dicta,314.96,3.66,Exercitationem ipsam quisquam non. Delectus alias magni velit debitis. Assumenda eius illum provident.,366,2024-12-28
323,Nam Animi,Elektronik,Eaque,418.78,4.14,"Molestias nam ad rem.
Nisi fugiat architecto accusamus reprehenderit. Natus soluta odit officia ducimus quam.
Vitae magnam fuga beatae. Temporibus veritatis provident maiores accusantium ut.",103,2024-07-28
324,Eius Voluptate,Mücevher,Numquam,615.13,4.07,Nihil accusantium sed minima fugiat eligendi repellat porro. Quia repellendus possimus aliquid itaque quia cum. Facere necessitatibus a.,70,2024-11-24
325,Aperiam Doloremque,Ev & Yaşam,Iure,520.19,4.65,"Ex fugit laudantium dicta deserunt quae. Doloribus unde placeat soluta nulla expedita.
Iusto ut soluta dolorum amet.
Voluptate explicabo natus delectus. Rerum sapiente perferendis.",721,2024-03-20
326,Minima Maxime,Giyim,Inventore,536.64,4.39,"Unde explicabo illo qui amet quod.
Voluptatibus perferendis debitis quia at. Adipisci dolores dolores ad maiores necessitatibus officiis.",153,2024-04-26
327,Ipsa Aspernatur,Ev & Yaşam,Harum,898.07,4.19,"Rem deleniti totam facilis. Asperiores beatae recusandae corporis officiis officia expedita doloremque.
Accusamus ex qui maxime dicta mollitia modi natus.",172,2024-11-18
328,Nesciunt Est,Oyuncak,Unde,64.54,3.54,Ex consectetur cum provident recusandae dolorum. Sunt omnis consectetur odio eaque vitae rem. Repellat exercitationem ex saepe quam aliquid doloremque.,413,2024-08-05
329,Cum Officiis,Mücevher,Consequuntur,462.72,4.17,"Sunt atque qui labore maiores. Similique reiciendis nemo quod delectus porro. Fugiat non placeat rem quos beatae qui.
Tenetur voluptatum doloribus.",491,2024-11-08
330,Dicta Accusantium,Giyim,Qui,846.25,4.19,"Eum inventore ab eum eaque.
Recusandae exercitationem illo voluptatibus fuga suscipit.
Iusto rem atque minus culpa. Culpa aperiam temporibus ut quod dolore.",973,2024-11-25
331,Iusto Sed,Gıda,Qui,953.43,4.07,Id quas similique consectetur dolore commodi rem. Delectus reiciendis iusto aperiam. In voluptatem quisquam asperiores.,224,2024-11-13
332,Laborum Quos,Giyim,Dolores,522.97,4.61,Consectetur sit illo nulla facilis debitis. Officiis deleniti suscipit rerum tempore. Veniam magnam incidunt repellat.,143,2024-10-29
333,Soluta Sequi,Bahçe,Cupiditate,629.98,4.65,Minus autem voluptates quam sunt doloremque. Magnam dolores recusandae.,269,2024-09-18
334,Culpa Facilis,Elektronik,Voluptatibus,653.13,4.27,"Reprehenderit cumque hic dolor ab. Repudiandae mollitia expedita blanditiis accusamus aspernatur in.
Ullam quibusdam earum suscipit laborum. Reiciendis nihil animi. Ipsa qui rem ipsam.",252,2024-12-01
335,Ducimus Impedit,Mücevher,Asperiores,253.95,4.5,Esse autem iusto distinctio ab totam explicabo deserunt. Vel perspiciatis odit odit asperiores.,925,2024-05-23
336,Explicabo Odio,Ev & Yaşam,Iusto,33.14,3.53,"Unde aperiam architecto. Architecto ipsam molestias consectetur natus distinctio illum.
Officia sunt aliquid autem.",237,2024-08-28
337,Natus Beatae,Mücevher,Eius,542.74,3.81,Alias ipsam numquam. Eligendi illum similique mollitia quasi voluptate. Iste laudantium odit cumque dignissimos odit aliquid asperiores.,553,2024-10-09
338,Consectetur Iure,Giyim,Suscipit,310.11,4.72,"Provident optio ducimus sed.
Consequuntur sit animi labore illum eveniet ratione. Numquam labore nulla dolorum itaque quos hic. Praesentium nulla doloremque error minus qui.",994,2024-05-28
339,Delectus Eum,Ev & Yaşam,Ducimus,520.44,3.97,Porro fuga accusantium beatae ipsam velit. Corrupti distinctio fugiat maxime laudantium laboriosam veniam neque.,364,2024-05-28
340,Molestias Architecto,Giyim,At,904.39,4.01,Dolorem quo mollitia facere quam eveniet. Non impedit quaerat delectus necessitatibus sed natus. Magni repellendus facilis tempora nisi.,313,2024-11-06
341,Assumenda Nam,Elektronik,Quisquam,61.23,4.7,Ab officia illo ipsa eligendi. Architecto repudiandae autem ipsa commodi similique inventore. Porro quisquam asperiores debitis labore natus ad.,265,2025-03-08
342,Molestiae Adipisci,Kozmetik,Doloribus,45.16,4.43,Culpa doloremque officia sunt. Quae perferendis laboriosam asperiores id veniam eligendi. Dolores laboriosam tenetur quaerat.,390,2024-08-10
343,Eveniet Atque,Kozmetik,Enim,204.92,3.57,Occaecati adipisci saepe ea illum exercitationem dolor ipsam. Dolorem enim occaecati praesentium aperiam ipsam beatae.,18,2025-03-09
344,Suscipit Accusantium,Mücevher,Aut,202.78,4.62,Ratione accusantium atque fugit et rem rem. Voluptatem in eum nulla odit repellat. Odio repellat libero ipsum cupiditate harum veniam magnam.,608,2024-12-25
345,Error Quisquam,Elektronik,Officiis,117.97,4.0,Quos asperiores numquam officiis sunt. Optio rerum ipsa delectus. Voluptas veniam ipsa aspernatur officia.,39,2024-12-22
346,Praesentium Consequatur,Bahçe,Inventore,946.05,3.93,"Ad quam ex voluptatibus soluta cumque inventore. Possimus asperiores blanditiis ad. Expedita recusandae porro recusandae reiciendis quam officia.
Beatae excepturi eius excepturi nostrum at.",114,2024-07-09
347,At Ut,Otomotiv,Recusandae,320.11,3.54,"Ad veniam praesentium assumenda cupiditate odio. Eum quae excepturi quia pariatur voluptatum quod. Quia deleniti corporis vitae iure.
Earum sint amet asperiores. Quam voluptas amet tenetur.",83,2024-07-04
348,Ducimus Praesentium,Mücevher,Ab,870.93,4.31,"Hic minus quasi qui ducimus. Nobis necessitatibus facilis perferendis dolorum suscipit eius recusandae. Optio iusto voluptates a fugiat.
Quasi soluta aliquam maxime.",323,2024-06-18
349,Iste Adipisci,Spor,Nisi,647.68,3.71,Amet eveniet nobis quia tempore accusantium ullam enim. Dolore aspernatur placeat harum nesciunt doloribus. Ut voluptatem esse debitis.,549,2024-08-28
350,Ipsum Adipisci,Oyuncak,Inventore,777.17,3.69,Ex eaque suscipit quia asperiores maxime. Velit voluptas quisquam molestiae animi ipsam.,207,2024-04-10
351,Exercitationem Sed,Spor,Excepturi,139.98,3.5,Distinctio aliquid aliquam consequuntur laboriosam dicta eum. Provident incidunt neque. Optio quos minus.,466,2024-03-17
352,Corporis Voluptatum,Ev & Yaşam,Laboriosam,315.58,3.79,Voluptate maxime quas labore maxime quo officia. Magni nam expedita earum sit. Est aspernatur magni consequuntur nisi sint.,73,2024-09-20
353,Officiis Hic,Spor,Fugiat,384.48,4.24,Molestias illo molestias nostrum quis. Iusto ullam odit accusamus. Sed nam exercitationem esse eligendi doloribus amet laboriosam.,763,2025-01-27
354,Dolorem Esse,Spor,Non,62.76,3.71,"Nisi laudantium non quaerat minima praesentium. Tenetur earum culpa magnam. Numquam harum sed nihil beatae.
Libero vitae voluptatum harum nisi corporis tenetur. Incidunt natus voluptates assumenda.",741,2024-09-12
355,Laudantium Distinctio,Bahçe,Fuga,575.68,4.45,Ab architecto amet debitis. Expedita hic doloremque ipsam inventore dolore. Ipsum nisi inventore provident molestiae at odit.,37,2024-06-17
356,Nihil Itaque,Elektronik,Odio,305.67,4.52,Fugiat iure maxime cumque expedita incidunt possimus. At ut nesciunt dolores. Consequuntur officiis necessitatibus illo ex.,935,2024-08-20
357,Assumenda Nihil,Elektronik,Sequi,379.22,3.56,Iure reiciendis harum totam. Laborum repellendus maiores veniam quae. Quasi laboriosam iusto tenetur quia veniam.,830,2024-04-19
358,Quos Labore,Mücevher,Vel,344.93,4.53,Quod optio eius et vero. Aliquam dolores ab. Illo nam ipsum eius repellendus. Consequatur ut ipsam culpa vitae.,266,2024-11-03
359,Architecto Odit,Kozmetik,Perferendis,424.49,4.46,Ipsum maxime totam sint quae. Laboriosam accusamus aliquid.,489,2024-09-11
360,Incidunt Quae,Mücevher,Veniam,668.29,4.73,"Fuga iusto blanditiis tenetur error possimus saepe ea.
Saepe commodi nostrum consequuntur tempora. Earum praesentium consequuntur.
Incidunt nulla eveniet. Iure eos aut.",657,2024-08-17
361,Exercitationem Quasi,Mobilya,Adipisci,155.22,3.68,Quisquam vitae maxime sed dolorem veniam vero. Maiores nam accusamus velit necessitatibus harum.,452,2024-07-21
362,Deleniti Odio,Mücevher,Minima,125.68,4.49,Expedita modi ea ad cumque accusantium officia. Possimus eius praesentium esse. Dolor totam voluptatem quis.,488,2024-05-08
363,Quaerat Architecto,Kozmetik,Odio,747.78,4.21,Sint itaque magni alias cupiditate possimus facilis. Iure ex deserunt architecto dolore natus dolore. Harum aliquam deleniti quod libero delectus.,841,2025-01-07
364,Nemo Optio,Giyim,Sed,492.72,4.55,Pariatur beatae fugit distinctio quibusdam perferendis. Aut adipisci tenetur consectetur odit quaerat. Animi id recusandae velit architecto provident adipisci.,970,2024-12-06
365,Harum Reiciendis,Giyim,Inventore,944.8,3.93,Ipsum vitae non alias culpa fuga. Vero sit perspiciatis nulla recusandae quam illo. Debitis dolorum optio quidem ipsum alias.,300,2024-12-31
366,Laboriosam Et,Bahçe,Repellat,554.72,3.73,Placeat laborum sit vel. Enim necessitatibus adipisci ullam delectus. Excepturi dignissimos rerum quas nihil voluptates. Magnam odio perspiciatis accusantium laboriosam fuga perspiciatis.,747,2024-11-28
367,Nobis Eum,Gıda,Totam,997.77,4.35,"Temporibus beatae quidem est. Illum incidunt est mollitia maxime quos blanditiis.
Consectetur vero molestiae. Reiciendis voluptatibus cupiditate.",750,2025-01-11
368,Expedita Odio,Gıda,Incidunt,191.31,4.22,Vero alias ipsa corporis perferendis voluptate modi. Ratione consequatur reiciendis pariatur voluptatem natus fuga. Quisquam itaque modi nulla.,370,2024-05-21
369,Culpa In,Elektronik,Necessitatibus,876.13,4.39,Praesentium quibusdam voluptatibus neque illo quo. Possimus sapiente nisi mollitia officia. Perferendis quae accusamus aut magnam.,136,2025-01-16
370,Laboriosam Porro,Elektronik,Nesciunt,611.5,4.27,Nulla dolorem neque vel repudiandae illum. Doloremque consequuntur repellat nisi ex alias alias.,805,2025-03-06
371,Labore Placeat,Kitap,Ab,712.97,3.94,Rem omnis magnam culpa tempora nisi neque. Similique ea totam sequi officia. Placeat quos ab quae necessitatibus ea occaecati.,32,2024-12-04
372,Quibusdam Odio,Kozmetik,Natus,59.19,3.59,"Et sed sit quasi. Quasi numquam voluptate magnam minima nostrum vitae. Modi doloribus omnis maxime.
Culpa ad adipisci eligendi fugiat. Assumenda corrupti neque perferendis ipsum.",569,2024-06-19
373,Quae Ex,Bahçe,Quibusdam,443.17,4.59,"Quae fugiat accusantium saepe. Placeat quia facilis temporibus expedita occaecati delectus. Libero eligendi id distinctio quae numquam quisquam.
Adipisci mollitia animi ab.",538,2024-05-05
374,Unde Aspernatur,Bahçe,Reprehenderit,463.96,4.11,Illum praesentium magnam occaecati facilis praesentium. Magni molestiae ducimus tempora. Repellendus voluptatem inventore et perspiciatis reprehenderit earum.,948,2025-03-09
375,Impedit Id,Mücevher,Officiis,902.11,4.35,Laborum optio dolor eaque maiores quod. Repudiandae nisi inventore dolore.,947,2024-05-10
376,Debitis In,Mobilya,Maxime,781.17,3.68,Ab iste sed laboriosam. Quas repudiandae vero tempora fugiat. Perferendis id illo recusandae ipsum ipsam.,796,2024-12-28
377,Omnis Beatae,Giyim,Ea,857.08,4.7,Explicabo similique nesciunt deleniti quis. Debitis iusto eius veritatis. Similique accusamus magnam doloremque nobis sapiente commodi.,777,2024-08-05
378,Voluptate Vero,Mücevher,Consectetur,256.86,4.08,A soluta dignissimos dignissimos deserunt est exercitationem. Minima vero cupiditate maxime.,895,2024-09-08
379,Suscipit A,Giyim,Facilis,502.01,4.12,"Error corrupti qui voluptate quos. Rem odit excepturi ex rerum.
Iste nam harum dicta autem culpa itaque. Iusto ex sunt impedit.",227,2024-07-03
380,Sit Dignissimos,Otomotiv,Maxime,891.37,4.08,"Ullam totam dicta hic inventore nihil. A fugit quas inventore aliquid ab. Odit magni ad velit repellat nam assumenda eius.
Quaerat dicta saepe. Alias officiis nam repellat rerum beatae.",791,2024-08-17
381,Quisquam Magni,Otomotiv,Eum,284.22,4.39,"Aspernatur optio iste omnis earum quis perspiciatis. Laborum amet officia laboriosam.
Explicabo dicta hic itaque voluptas porro.",554,2024-07-31
382,Qui Iusto,Ev & Yaşam,Ex,771.13,3.76,Aliquid ipsa sequi. Blanditiis perferendis molestiae sint. Quod debitis nisi dignissimos dolorum placeat ipsa debitis.,107,2024-07-09
383,Molestias Pariatur,Otomotiv,Atque,312.92,4.23,Atque fuga illum ex illo natus. Ullam quisquam magni consequuntur recusandae soluta quidem. Dolore rerum saepe cumque. Quis vitae doloremque iste recusandae.,700,2025-01-13
